ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher,Book-Title-Clean,Detect Language,Average-Rating,Review-Count,Author-Count,Publisher-Count,Binned-Rating
0451527747,Alice's Adventures in Wonderland and Through the Looking Glass,lewis carroll,2000.0,signet classics,alice adventure wonderland looking glass,en,8.8,10,11,48,High
0671867113,Moonlight Becomes You,mary higgins clark,1997.0,pocket,moonlight becomes,en,7.745098039215686,51,65,652,High
0812504208,The Adventures of Tom Sawyer,mark twain,1989.0,tor,adventure tom sawyer,en,9.25,4,30,199,High
0060173289,Divine Secrets of the Ya-Ya Sisterhood : A Novel,rebecca wells,1996.0,harpercollins,divine secret ya ya sisterhood,en,7.620689655172414,58,5,321,Low
0060973897,Lakota Woman,dog mary crow,1991.0,perennial,lakota woman,sw,8.307692307692308,13,1,277,High
006101351X,The Perfect Storm : A True Story of Men Against the Sea,sebastian junger,1998.0,harpertorch,perfect storm true men sea,en,7.391304347826087,115,4,258,Low
0316666343,The Lovely Bones: A Novel,alice sebold,2002.0,little brown,lovely bone,en,8.214814814814815,675,4,95,High
0440224675,Hannibal,thomas harris,2000.0,dell,hannibal,unknown,7.144329896907217,97,16,410,Low
0449002632,London : The Novel,edward rutherfurd,1998.0,fawcett,london,en,8.074074074074074,27,4,255,High
0449213773,Life Before Man,margaret atwood,1990.0,fawcett,life man,da,6.5,6,33,255,Low
0452279690,Cavedweller,dorothy allison,1999.0,plume,cavedweller,unknown,7.428571428571429,7,7,125,Low
0553569058,The Robber Bride,margaret atwood,1995.0,bantam,robber bride,en,7.434782608695652,23,33,864,Low
0679427430,Wouldn't Take Nothing for My Journey Now,maya angelou,1993.0,rom house,' take nothing journey,unknown,7.166666666666667,6,14,248,Low
1573225126,Prozac Nation: Young and Depressed in America : A Memoir,elizabeth wurtzel,1997.0,riverhead,prozac nation young depressed america memoir,en,7.0,22,4,82,Low
1878424319,The Four Agreements: A Practical Guide to Personal Freedom,don miguel ruiz,1997.0,amber-allen,four agreement practical guide personal freedom,en,7.5,62,1,3,Low
8478800336,Cómo ser una mujer y no morir en el intento (Colección El Papagayo),carmen rico godoy,1990.0,ediciones temas de hoy,cómo ser una mujer morir en el intento colección el papagayo,es,5.8,5,1,1,Low
1853260622,War and Peace (Wordsworth Classics),leo tolstoy,1997.0,ntc/contemporary,war peace wordsworth classic,en,8.272727272727273,11,11,60,High
0312283784,Alice's Tulips,sandra dallas,2001.0,st martin's griffin,alice tulip,ro,8.25,8,7,37,High
0345297709,Centaur Aisle,piers anthony,1982.0,ballantine,centaur aisle,fr,7.0,10,75,656,Low
0345313097,Crewel Lye,piers anthony,1985.0,ballantine,crewel lye,cy,8.25,8,75,656,High
0345335465,Dragonflight (Dragonriders of Pern Trilogy (Paperback)),anne mccaffrey,1991.0,del rey,dragonflight dragonriders pern trilogy,en,8.222222222222221,27,88,260,High
0385333404,Dating Big Bird,laura zigman,2000.0,dial,dating big bird,unknown,5.25,4,5,8,Low
044021145X,The Firm,john grisham,1992.0,bantam dell,firm,en,7.811881188118812,202,54,72,High
0449212084,Murder at the Kennedy Center (Capital Crime Mysteries),margaret truman,1990.0,fawcett,murder kennedy center capital crime mystery,en,6.666666666666667,9,19,255,Low
0553582682,"Guinness World Records 2000 (Guinness Book of Records, 2000)",nic kynaston,2000.0,bantam,guinness world record 2000 guinness record 2000,en,6.428571428571429,7,1,864,Low
0843136685,Sheldon & Mrs. Levine: An Excruciating Correspondence,sam bobrick,1994.0,price stern sloan,sheldon mr levine excruciating correspondence,en,4.2,5,1,3,Low
0553210092,The Scarlet Letter,nathaniel hawthorne,1965.0,bantam,scarlet letter,en,7.564102564102564,39,12,864,Low
0553258524,Dragonsong (Harper Hall Trilogy),anne mccaffrey,1977.0,bantam,dragonsong harper hall trilogy,unknown,8.235294117647058,17,88,864,High
055358099X,Cloud Nine,luanne rice,2000.0,bantam,cloud nine,unknown,7.045454545454546,22,12,864,Low
0316168815,The Lovely Bones,alice sebold,2004.0,back bay,lovely bone,en,7.837209302325581,43,4,50,High
014023828X,The Tortilla Curtain,t coraghessan boyle,1996.0,penguin,tortilla curtain,unknown,7.476190476190476,21,11,486,Low
0345424719,A Widow for One Year,john irving,1999.0,ballantine,widow one year,en,7.921568627450981,51,40,656,High
0375726403,Empire Falls,richard russo,2002.0,vintage usa,empire fall,ca,7.630434782608695,138,8,282,Low
0385503857,Oryx and Crake,margaret atwood,2003.0,nan a talese,oryx crake,en,8.375,32,33,14,High
0425156842,Sophie's World: A Novel About the History of Philosophy (Berkeley Signature Edition),jostein gaarder,1997.0,berkley,sophie world history philosophy berkeley signature,en,7.75,8,12,519,High
0440226104,Black and Blue,anna quindlen,1999.0,dell,black blue,unknown,7.4526315789473685,95,14,410,Low
0452277337,Le Divorce (William Abrahams Book),diane johnson,1997.0,plume,le divorce william abraham,unknown,7.136363636363637,22,3,125,Low
0553802488,The Face,dean koontz,2003.0,bantam,face,en,7.863636363636363,22,26,864,High
0671021001,She's Come Undone (Oprah's Book Club),wally lamb,1998.0,pocket,come undone oprah club,en,7.711538461538462,208,10,652,Low
0767903579,Falling Leaves: The True Story of an Unwanted Chinese Daughter,adeline yen mah,1999.0,broadway,falling leaf true unwanted chinese daughter,en,6.769230769230769,26,3,76,Low
0805063897,Nickel and Dimed: On (Not) Getting By in America,barbara ehrenreich,2002.0,owl,nickel dimed getting america,en,8.290076335877863,131,2,10,High
0679777431,"The Game of Kings (Lymond Chronicles, 1)",dorothy dunnett,1997.0,vintage,game king lymond chronicle 1,en,8.2,5,1,110,High
0553285343,"RUSSIA HOUSE, THE",john le carre,1990.0,bantam,russia house,en,6.6,15,18,864,Low
0671002481,The First Wives Club Movie Tie In,olivia goldsmith,1996.0,pocket,first wife club movie tie,en,7.7368421052631575,19,17,652,High
0842329129,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),tim lahaye,1996.0,tyndale house,left behind earth last day left behind 1,en,7.730263157894737,152,19,41,High
0345451260,Househusband,ad hudler,2002.0,ballantine,househusband,en,7.0,4,2,656,Low
0380973545,Letters from a Nut,ted l nancy,1999.0,william morrow,letter nut,unknown,7.517241379310345,29,2,130,Low
0743424425,The Shining,stephen king,2001.0,pocket,shining,en,8.28,25,195,652,High
0786868015,The Diary of Ellen Rimbauer: My Life at Rose Red,joyce reardon,2001.0,hyperion,diary ellen rimbauer life rose red,en,7.6,30,1,109,Low
0446610178,The Sky Is Falling,sidney sheldon,2001.0,warner,sky falling,en,6.541666666666667,24,27,446,Low
0743229878,Mount Vernon Love Story : A Novel of George and Martha Washington,mary higgins clark,2002.0,simon schuster,mount vernon love george martha washington,en,7.153846153846154,13,65,241,Low
0380732335,Florida Road Kill: A Novel,tim dorsey,2000.0,harpertorch,florida road kill,unknown,7.0,7,3,258,Low
0385337132,The 37th Hour,jodi compton,2003.0,delacorte press,37th hour,en,8.0,6,1,80,High
0440235057,Be Cool,elmore leonard,2000.0,dell,cool,en,6.7,10,21,410,Low
0060915544,The Bean Trees,barbara kingsolver,1989.0,perennial,bean tree,en,8.513043478260869,115,18,277,High
0060917016,Homeland and Other Stories,barbara kingsolver,1990.0,perennial,homeland,en,8.277777777777779,18,18,277,High
0060925000,"A Suitable Boy : Novel, A",vikram seth,1994.0,perennial,suitable boy,unknown,9.142857142857142,7,4,277,High
0060932759,Daughter of Fortune,isabel allende,2000.0,perennial,daughter fortune,unknown,7.509803921568627,51,27,277,Low
0061000280,The Fly on the Wall,tony hillerman,1990.0,harpertorch,fly wall,en,6.916666666666667,12,30,258,Low
0312195516,The Red Tent (Bestselling Backlist),anita diamant,1998.0,picador usa,red tent bestselling backlist,en,8.196132596685082,362,4,27,High
0380792664,The Right Hand of Amon,lauren haney,1997.0,avon,right hand amon,en,7.75,4,2,540,High
0399137807,The Cat Who Wasn't There,lilian jackson braun,1992.0,putnam,cat ',en,6.333333333333333,6,41,212,Low
039914739X,Isle of Dogs,patricia daniels cornwell,2001.0,putnam,isle dog,unknown,5.857142857142857,28,18,212,Low
0451203046,Light a Penny Candle,maeve binchy,2001.0,signet book,light penny candle,unknown,7.666666666666667,9,29,411,Low
0451410556,The Blue Last: A Richard Jury Mystery (Richard Jury Mysteries (Paperback)),martha grimes,2002.0,onyx,blue last richard jury mystery richard jury mystery,en,7.722222222222222,18,30,65,High
0486281965,The Country of the Pointed Firs (Dover Thrift Editions),sarah orne jewett,1994.0,dover lications,country pointed fir dover thrift,en,7.285714285714286,7,1,87,Low
081296666X,Things My Girlfriend and I Have Argued About: A Novel,mil millington,2003.0,villard,thing girlfriend argued,en,6.222222222222222,9,1,32,Low
0312278586,The Nanny Diaries: A Novel,emma mclaughlin,2002.0,st martin's press,nanny diary,en,7.583333333333333,216,2,168,Low
8845229041,Biblioteca Universale Rizzoli: Sulla Sponda Del Fiume Piedra,p coelho,1998.0,fabbri - rcs libri,biblioteca universale rizzoli sulla sponda del fiume piedra,it,5.75,4,2,3,Low
0312288115,Confessions of a Sociopathic Social Climber : The Katya Livingston Chronicles (Katya Livingston Chronicles (Hardcover)),adele lang,2002.0,thomas dunne,confession sociopathic social climber katya livingston chronicle katya livingston chronicle hardcover,en,5.25,20,2,8,Low
0380710218,Postmortem,patricia daniels cornwell,1993.0,harper mass market paperbacks (mm),postmortem,unknown,7.948275862068965,58,18,48,High
0515118656,The Cove,catherine coulter,1996.0,jove,cove,en,7.333333333333333,27,51,262,Low
0553289063,An Inconvenient Woman,dominick dunne,1991.0,bantam,inconvenient woman,unknown,7.5,8,6,864,Low
0671000306,Shock Wave (Dirk Pitt Adventures (Paperback)),clive cussler,1996.0,pocket,shock wave dirk pitt adventure,en,7.631578947368421,19,37,652,Low
0671673688,While My Pretty One Sleeps,mary higgins clark,1990.0,pocket,pretty one sleep,en,7.068965517241379,29,65,652,Low
0618173870,Everything Is Illuminated: A Novel,jonathan safran foer,2002.0,houghton mifflin,everything illuminated,en,7.714285714285714,14,2,76,High
0156027321,Life of Pi,yann martel,2003.0,harvest,life pi,en,8.022727272727273,220,5,81,High
0385721420,Three Junes,julia glass,2003.0,anchor,three june,en,7.326923076923077,52,3,68,Low
0451202341,Back Roads,tawni o'dell,2001.0,signet book,back road,en,7.224489795918367,49,2,411,Low
0743418190,In Her Shoes : A Novel,jennifer weiner,2002.0,atria,shoe,en,7.68,25,4,94,Low
0385335407,The Kiss,danielle steel,2001.0,delacorte press,kiss,en,7.416666666666667,12,100,80,Low
0060923245,Sweet Hereafter Movie Tie-In : A Novel,russell banks,1992.0,perennial,sweet hereafter movie tie,unknown,8.117647058823529,17,3,277,High
0486272664,The Rime of the Ancient Mariner and Other Poems,samuel taylor coleridge,1992.0,dover lications,rime ancient mariner poem,en,7.0,4,1,87,Low
0060913509,In Country RI,bobbie ann mason,1986.0,perennial,country ri,en,6.25,4,3,277,Low
0553272837,Brazen Virtue,nora roberts,1996.0,bantam,brazen virtue,unknown,7.035714285714286,28,127,864,Low
0440225078,Ghost Moon,karen robards,2001.0,dell,ghost moon,unknown,7.875,8,20,410,High
0425181111,Strangers,dean r koontz,2002.0,berkley,stranger,no,7.571428571428571,28,56,519,Low
0380732688,Milk and Honey (Peter Decker/Rina Lazarus Novels),faye kellerman,2002.0,avon,milk honey peter decker rina lazarus,unknown,8.0,14,35,540,High
0140286276,The Deep End of the Ocean (Oprah's Book Club),jacquelyn mitchard,1999.0,penguin,deep end ocean oprah club,en,7.166666666666667,12,9,486,Low
0373484100,Night Tales,nora roberts,2000.0,silhouette,night tale,af,7.666666666666667,15,127,98,Low
0449907481,A Thousand Acres (Ballantine Reader's Circle),jane smiley,1992.0,ballantine,thousand acre ballantine reader circle,en,7.527027027027027,74,15,656,Low
0553107305,Chopping Spree,diane mott davidson,2002.0,bantam,chopping spree,unknown,8.333333333333334,15,21,864,High
080213825X,Four Blondes,candace bushnell,2001.0,grove press,four blonde,unknown,5.4375,48,8,47,Low
0515127833,River's End,nora roberts,2003.0,jove,river end,da,7.571428571428571,35,127,262,Low
0345441133,Summer Island,kristin hannah,2002.0,ballantine,summer island,da,7.551724137931035,29,12,656,Low
0515134279,The Straw Men,michael marshall,2002.0,jove,straw men,en,8.068965517241379,29,1,262,High
0385490992,The Street Lawyer,john grisham,1998.0,doubleday,street lawyer,en,7.555555555555555,54,54,80,Low
0385424728,The Chamber,john grisham,1994.0,doubleday,chamber,en,7.296296296296297,54,54,80,Low
0312980388,Warlock : A Novel of Ancient Egypt,wilbur smith,2002.0,st martin's paperbacks,warlock ancient egypt,en,8.571428571428571,14,6,117,High
0385472951,The Partner,john grisham,1997.0,doubleday,partner,en,7.631578947368421,57,54,80,Low
0451195663,Primal Scream,michael slade,1998.0,signet book,primal scream,ro,6.857142857142857,7,4,411,Low
0425182878,Chosen Prey,john sandford,2004.0,berkley,chosen prey,unknown,7.781818181818182,55,31,519,High
0553564528,Guilty as Sin,tami hoag,1997.0,bantam,guilty sin,en,7.545454545454546,33,17,864,Low
055356451X,Night Sins,tami hoag,1995.0,bantam,night sin,af,7.980769230769231,52,17,864,High
0743412621,The Second Time Around : A Novel,mary higgins clark,2004.0,pocket,second time around,en,8.411764705882353,17,65,652,High
0020442408,Prince Caspian,c s lewis,1970.0,macmillan,prince caspian,it,8.1,10,39,21,High
042517736X,Abduction,robin cook,2000.0,berkley,abduction,en,6.3478260869565215,23,42,519,Low
0671868713,And Never Let Her Go : Thomas Capano: The Deadly Seducer,ann rule,2000.0,pocket,never let go thomas capano deadly seducer,en,8.0,19,26,652,High
0345313860,"The Vampire Lestat (Vampire Chronicles, Book II)",anne rice,1986.0,ballantine,vampire lestat vampire chronicle ii,en,7.985185185185185,135,54,656,High
0345369947,The Mummy or Ramses the Damned,anne rice,1991.0,ballantine,mummy ramses damned,en,7.907407407407407,54,54,656,High
0345353625,Her Mother's Daughter,marilyn french,1990.0,ballantine,mother daughter,en,7.142857142857143,7,4,656,Low
006017143X,The Night Listener,armistead maupin,2000.0,harpercollins,night listener,en,8.333333333333334,15,13,321,High
0805056491,Organizing from the Inside Out,julie morgenstern,1998.0,henry holt,organizing inside,en,7.666666666666667,18,2,32,Low
0679401377,The Hellfire Club,peter straub,1996.0,rom house,hellfire club,en,7.333333333333333,6,14,248,Low
1562827049,"The Diary of Jack the Ripper/the Discovery, the Investigation, the Debate",jack,1993.0,hyperion,diary jack ripper discovery investigation debate,en,8.5,4,1,109,High
0385306032,Vanished,danielle steel,1993.0,delacorte press,vanished,unknown,6.909090909090909,11,100,80,Low
0821772953,The Morning After,lisa jackson,2004.0,zebra,morning,en,7.25,16,8,48,Low
0345379454,Missing Susan,sharyn mccrumb,1992.0,ballantine,missing susan,tl,8.0,4,22,656,High
0553576925,Hiding in the Shadows (Shadows Trilogy (Paperback)),kay hooper,2000.0,bantam,hiding shadow shadow trilogy,en,7.411764705882353,17,14,864,Low
0743206053,Kitchen Privileges : A Memoir,mary higgins clark,2002.0,simon schuster,kitchen privilege memoir,unknown,8.0,13,65,241,High
0307001164,101 Dalmatians,justine korman,1996.0,golden,101 dalmatian,id,9.333333333333334,6,5,29,High
0812519655,Sacred Ground,mercedes lackey,1995.0,tor,sacred ground,en,7.8,5,48,199,High
0812524853,Burning Water (Burning Water),mercedes lackey,1992.0,tor,burning water burning water,unknown,7.875,8,48,199,High
193072229X,MoveOn's 50 Ways to Love Your Country: How to Find Your Political Voice and Become a Catalyst for Change,moveon,2004.0,inner ocean,moveon 50 way love country find political voice become catalyst change,en,8.6,5,1,1,High
1400077826,Cold Mountain (MTI) (Vintage Contemporaries),charles frazier,2003.0,vintage,cold mountain mti vintage contemporary,unknown,7.95,20,3,110,High
0446394521,Daisy Fay and the Miracle Man,fannie flagg,1992.0,warner,daisy fay miracle man,en,7.571428571428571,56,12,446,Low
0590021117,Little House On the Prairie,laura ingall wilder,1998.0,scholastic,little house prairie,en,7.6,5,2,223,Low
068484267X,Angela's Ashes: A Memoir,frank mccourt,1999.0,scribner,angela ash memoir,unknown,8.354166666666666,96,12,142,High
0553578693,The Next Accident,lisa gardner,2002.0,bantam,next accident,en,8.069767441860465,43,8,864,High
0312986769,In the Bleak Midwinter (A Rev. Clare Ferguson Mystery),julia spencer fleming,2003.0,st martin's minotaur,bleak midwinter rev clare ferguson mystery,en,7.666666666666667,9,1,35,Low
0345413377,"The Amber Spyglass (His Dark Materials, Book 3)",philip pullman,2001.0,del rey,amber spyglass dark material 3,en,8.777777777777779,27,27,260,High
0345413369,"The Subtle Knife (His Dark Materials, Book 2)",philip pullman,1998.0,del rey,subtle knife dark material 2,en,8.545454545454545,44,27,260,High
0679893105,"The Golden Compass (His Dark Materials, Book 1)",philip pullman,1998.0,knopf for young readers,golden compass dark material 1,en,8.882352941176471,17,27,9,High
0345369068,"If Ever I Return, Pretty Peggy-O",sharyn mccrumb,1991.0,fawcett,ever return pretty peggy,no,8.125,8,22,255,High
